SNO,Input Data,Target Data,Predicted Data
2525,kavalturaip,காவல்துறைப்,காவல்துறைப்
2526,cheythamaiyal,செய்தமையால்,செயய்தமையால்
2527,peruthal,பெறுதல்,பெறுதல்
2528,naattiyap,நாட்டியப்,நாட்டியப்
2529,karananggalukkaaka,காரணங்களுக்காக,காரணங்களுகக்காக
2530,vipaththil,விபத்தில்,விபத்தில்
2531,vazhakkukalaiyum,வழக்குகளையும்,வழக்குகளையும
2532,piradhaanap,பிரதானப்,பிிரதானப்
2533,kidandha,கிடந்த,கிடந்
2534,thoalviyaith,தோல்வியைத்,தோல்ிவயைத்
2535,chaethamadainththu,சேதமடைந்தது,சேதமடைநதது
2536,kiyoobaavil,கியூபாவில்,கியூபாவில்
2537,vazhanguvathai,வழங்குவதை,வழஙக்ுவதை
2538,ponnaiyum,பொன்னையும்,பொன்னயும்
2539,viththiyaachap,வித்தியாசப்,வித்தியாசப்
2540,seidhavarukku,செய்தவருக்கு,செய்தவருகக்ு
2541,thaangal,தாங்கல்,தாங்கல்
2542,veechina,வீசின,ீவசின
2543,eerppu,புவி,பபுவி
2544,ariyaar,அறியார்,அறியா்ர
2545,vaanggum,வாங்கும்,வாங்கும்
2546,sevvaaik,செவ்வாய்க்,செெவ்வாய்க்
2547,sinthithal,சிந்தித்தல்,சிந்தித்தல்
2548,tharukintraar,தருகின்றார்,தரகின்றார்
2549,padimathin,படிமத்தின்,படிமத்தின்்
2550,vangathaesaththin,வங்கதேசத்தின்,வங்கதேசத்தின்
2551,melmaruvathur,மேல்மருவத்தூர்,ேல்மருவத்தூர்
2552,quantam,குவாண்டம்,குவாண்டம்
2553,kuantumm,குவாண்டம்,குவாண்டம்
2554,thamilakatthaich,தமிழகத்தைச்,தமிழகத்ததைச்
2555,cauuimbatore,கோவை,கோை
2556,chuvarin,சுவரின்,சுவரின்
2557,muyanrum,முயன்றும்,முயன்றுும்
2558,koodum,இருக்கக்,இருக்கக்
2559,ludheena,லூதியானா,லூியானா
2560,talaivanum,தலைவனும்,ததலைவனும்
2561,tharavugalai,தரவுகளை,தரவுகளை
2562,kayittril,கயிற்றில்,கிற்றில்
2563,kulamum,குளமும்,குமளும்
2564,aarae,ஆறே,ஆறேே
2565,vaerudan,வேருடன்,வேருடன
2566,thalaivanai,தலைவனை,தலைவைன
2567,utpuramaaga,உட்புறமாக,உட்புறமாக
2568,kattaayamaagum,கட்டாயமாகும்,கட்டாயமாகும்
2569,magalaith,மகளைத்,மகளைைத்
2570,nanmaiyaka,நன்மையாக,நன்மையாக
2571,chaethamadainththa,சேதமடைந்த,சேதமடைந்த
2572,kaarnar,கார்னர்,கார்னர்
2573,tamilagaththilirunthu,தமிழகத்திலிருந்து,தமிழகத்திிலருந்து
2574,narampukalai,நரம்புகளை,நரமப்ுகளை
2575,southri,சௌத்ரி,சௌத்ரி
2576,parathesi,பரதேசி,பரதேசி
2577,kaatthiruntha,காத்திருந்த,காதத்திருந்த
2578,gurilla,கொரில்லா,கொரரில்லா
2579,kaankirathu,காண்கிறது,காண்கிது
2580,thirumuluku,திருமுழுக்கு,திருமுழுககு
2581,udpuramaaka,உட்புறமாக,உட்ுறமாக
2582,samanana,சமனான,மசனான
2583,mikkavar,மிக்கவர்,மிக்கவர்
2584,yooth,யூத்,யூ்
2585,suthapaduthum,சுத்தப்படுத்தும்,சுத்தப்படுத்தும்
2586,kulanggalin,குளங்களின்,குளங்களின்
2587,evatrtrukkum,இவற்றுக்கும்,இவற்றுக்கும்
2588,vladimirr,விளாடிமிர்,விளாடமிிர்
2589,syms,சிம்ஸ்,சிம்ஸ்
2590,padhikkappatta,பதிக்கப்பட்ட,பதிக்கப்பட்ட
2591,thamilagatthilirundu,தமிழகத்திலிருந்து,தமிழகத்திலிரு்து
2592,manaikku,மனைக்கு,னமைக்கு
2593,vidayamaaka,விடயமாக,விடயமாக
2594,kadamboor,கடம்பூர்,கடம்பூர்
2595,aathmaavil,ஆத்மாவில்,ஆத்மாவில்
2596,uruvaagavillai,உருவாகவில்லை,உஉருவாகவில்லை
2597,serkkaiaal,சேர்க்கையால்,சேர்க்கையால்
2598,oppandhathil,ஒப்பந்தத்தில்,ஒப்பந்தத்தில்
2599,hael,ஹெல்,ஹெல்
2600,oththathae,ஒத்ததே,ஒத்ததே
2601,kitaikkaathu,கிடைக்காது,கிைக்காது
2602,yemili,எமிலி,எமிலி
2603,baakkiyaraaj,பாக்யராஜ்,பாக்யராஜ்
2604,thaamboolam,தாம்பூலம்,தாம்பபூலம்
2605,vaattara,வாட்டர்ஸ்,வாட்டர்ஸ்
2606,kalviyaandu,கல்வியாண்டு,கல்வயாண்டு
2607,reeshi,ரிஷி,ிஷி
2608,poattikkaaga,போட்டிக்காக,போட்டிக்காக
2609,moondre,மூன்றே,மூன்ற
2610,edhirkkavillai,எதிர்க்கவில்லை,எதிரக்கவில்லை
2611,saranadainthar,சரணடைந்தார்,சரணடைந்தார்
2612,aattrukku,ஆற்றுக்கு,ஆற்றுக்கு
2613,goli,கோலி,கோலி
2614,koppaiyil,கோப்பையில்,கோப்பயைில்
2615,kaloori,கல்லூரி,கல்லூரி
2616,subha,சுபா,சுுபா
2617,thoolvikkup,தோல்விக்குப்,தோல்விக்குபப்
2618,ivatrukkum,இவற்றுக்கும்,இவற்றுக்கும்
2619,aaloachanaikal,ஆலோசனைகள்,ஆலோசனைகள்
2620,thanithaniyaga,தனித்தனியாக,தனித்தனியாக
2621,rayilkal,ரயில்கள்,ரயயில்கள்
2622,sivanin,சிவனின்,ிவனின்
2623,aankal,ஆண்கள்,ஆண்ளக்
2624,boaraan,போரான்,போரான
2625,weterr,வாட்டர்,வாட்டர்
2626,dooni,டோனி,டோனி
2627,vazhinadaththum,வழிநடத்தும்,வழிநடத்தும்
2628,seethakkaathi,சீதக்காதி,சீதக்காதி
2629,kofi,கோபி,கோபி
2630,noaiththotru,நோய்த்தொற்று,நோயத்்தொற்று
2631,porulaaka,பொருளாக,பொருளாக
2632,kaaranatthait,காரணத்தைத்,காரணத்தைத்
2633,form,ஃபார்ம்,ஃபார்்
2634,kaidhikalai,கைதிகளை,கைதிகளைை
2635,uppu,உப்பு,உ்பபு
2636,samamagavum,சமமாகவும்,சமமாகவுும்
2637,agazhaaivil,அகழாய்வில்,அகழாய்வில்
2638,doon,டூன்,டனூ்
2639,goalie,கோலி,கோலி
2640,kofii,கோபி,கபி
2641,daewid,டேவிட்,ேடவிட்
2642,random,ரேண்டம்,ரேண்டம்
2643,irattippaaga,இரட்டிப்பாக,இரட்டிப்பாக
2644,poodaan,பூடான்,பபூடான்
2645,vaelaikalin,வேலைகளின்,வேலைகளின்்
2646,rings,ரிங்ஸ்,ிங்ஸ்
2647,thuvangkappatta,துவங்கப்பட்ட,துங்கப்பட்ட
2648,wheel,வீல்,வீல்
2649,aangalin,ஆண்களின்,ஆண்ககளின்
2650,kutayyil,குடையில்,குடையில்
2651,huungarian,ஹங்கேரியன்,ஹங்கேரியன்
2652,sent,செயிண்ட்,செயிண்ட்
2653,enchi,எஞ்சி,எஞ்சி
2654,evai,இவை,இவை
2655,aagust,ஆகஸ்ட்,ஆகஸ்ட்
2656,nicotine,நிகோடின்,நிகோடி்ன
2657,pamparam,பம்பரம்,பம்பரம்
2658,colly,கோலி,கோலி
2659,totarpukalum,தொடர்புகளும்,தொடரப்ுகளும்
2660,daiie,டை,டை
2661,uraiyaadalkalai,உரையாடல்களை,உரையாடல்களை
2662,beatlez,பீட்டில்ஸ்,பீட்டில்ஸ்
2663,vaelaiyaaka,வேலையாக,வேலையாக
2664,sammanthar,சம்மந்தர்,சம்மந்தர்
2665,serwer,சர்வர்,சர்வவர்
